date,day,segment_id,segment_index,latitude,longitude,land_use,land_use_encoded,segment_type,upstream_count,upstream_concentration,flow_rate,concentration,true_source_sink,true_role
2024-02-11,41,S8,9,39.7,-74.9,wetland,3,main_stem,2,9.831901882338416,8.822836380456963,4.950557471532777,-4.5,sink
2024-02-11,41,S9,10,39.6,-74.9,agriculture,1,main_stem,2,4.210708577747233,18.578742883575227,3.9769112147745744,0.0,neutral
2024-02-11,41,S11,11,39.5,-74.9,urban,2,main_stem,2,5.980311377409615,25.02362601247306,5.375653319940659,0.0,neutral
2024-02-11,41,S13,12,39.4,-74.9,urban,2,lower_reach,2,2.6878266599703293,33.46850914137089,4.742928255899035,0.0,neutral
2024-02-11,41,S14,13,39.3,-74.9,urban,2,lower_reach,1,4.742928255899035,38.46850914137089,4.747107043472919,0.0,neutral
2024-02-11,41,S15,14,39.2,-74.9,urban,2,outlet,1,4.747107043472919,44.46850914137089,4.739869517339918,0.0,neutral
2024-02-12,42,S1,0,40.0,-75.0,forest,0,headwater,0,0.0,1.3915231298848738,2.965546794155093,0.0,neutral
2024-02-12,42,S2,1,40.1,-75.1,forest,0,headwater,0,0.0,1.3915231298848738,3.0465109870786558,0.0,neutral
2024-02-12,42,S3,2,40.0,-74.9,agriculture,1,headwater,0,0.0,1.3915231298848738,11.7709780519071,8.0,source
2024-02-12,42,S6,3,39.8,-74.8,urban,2,tributary,0,0.0,3.4788078247121845,8.667868663619993,6.0,source
2024-02-12,42,S10,4,39.6,-74.8,urban,2,tributary,0,0.0,3.4788078247121845,8.416574680712086,5.0,source
2024-02-12,42,S12,5,39.5,-75.0,forest,0,tributary,0,0.0,3.4788078247121845,0.0,-3.0,sink
2024-02-12,42,S4,6,39.9,-75.0,forest,0,tributary,2,3.006028890616874,3.7830462597697476,2.382515894141191,0.0,neutral
2024-02-12,42,S5,7,39.9,-74.9,agriculture,1,tributary,1,11.7709780519071,2.391523129884874,11.39878602860083,0.0,neutral
2024-02-12,42,S7,8,39.8,-75.0,forest,0,main_stem,1,2.382515894141191,6.783046259769748,2.02925738455871,0.0,neutral
2024-02-12,42,S8,9,39.7,-74.9,wetland,3,main_stem,2,10.033327346110411,8.870330954597058,5.341531816307663,-4.5,sink
2024-02-12,42,S9,10,39.6,-74.9,agriculture,1,main_stem,2,3.6853946004331863,18.653377214366806,3.993183321381873,0.0,neutral
2024-02-12,42,S11,11,39.5,-74.9,urban,2,main_stem,2,6.204879001046979,25.13218503907899,4.612019781015919,0.0,neutral
2024-02-12,42,S13,12,39.4,-74.9,urban,2,lower_reach,2,2.3060098905079593,33.610992863791175,4.006281356778893,0.0,neutral
2024-02-12,42,S14,13,39.3,-74.9,urban,2,lower_reach,1,4.006281356778893,38.610992863791175,4.164610785058391,0.0,neutral
2024-02-12,42,S15,14,39.2,-74.9,urban,2,outlet,1,4.164610785058391,44.610992863791175,4.414577948344614,0.0,neutral
2024-02-13,43,S1,0,40.0,-75.0,forest,0,headwater,0,0.0,1.4052733130392365,2.6020382951670724,0.0,neutral
2024-02-13,43,S2,1,40.1,-75.1,forest,0,headwater,0,0.0,1.4052733130392365,3.2807035179442385,0.0,neutral
2024-02-13,43,S3,2,40.0,-74.9,agriculture,1,headwater,0,0.0,1.4052733130392365,11.381466528498247,8.0,source
2024-02-13,43,S6,3,39.8,-74.8,urban,2,tributary,0,0.0,3.5131832825980913,9.21650161921297,6.0,source
2024-02-13,43,S10,4,39.6,-74.8,urban,2,tributary,0,0.0,3.5131832825980913,7.661284468634832,5.0,source
2024-02-13,43,S12,5,39.5,-75.0,forest,0,tributary,0,0.0,3.5131832825980913,0.0,-3.0,sink
2024-02-13,43,S4,6,39.9,-75.0,forest,0,tributary,2,2.9413709065556555,3.810546626078473,3.088183274924031,0.0,neutral
2024-02-13,43,S5,7,39.9,-74.9,agriculture,1,tributary,1,11.381466528498247,2.4052733130392365,11.014828185830664,0.0,neutral
2024-02-13,43,S7,8,39.8,-75.0,forest,0,main_stem,1,3.088183274924031,6.810546626078473,3.3020828039757473,0.0,neutral
2024-02-13,43,S8,9,39.7,-74.9,wetland,3,main_stem,2,10.115664902521818,8.918456595637327,5.375247730545519,-4.5,sink
2024-02-13,43,S9,10,39.6,-74.9,agriculture,1,main_stem,2,4.338665267260633,18.7290032217158,4.365135806805004,0.0,neutral
2024-02-13,43,S11,11,39.5,-74.9,urban,2,main_stem,2,6.013210137719918,25.242186504313892,5.099054912981797,0.0,neutral
2024-02-13,43,S13,12,39.4,-74.9,urban,2,lower_reach,2,2.5495274564908983,33.755369786911984,4.609357585480039,0.0,neutral
2024-02-13,43,S14,13,39.3,-74.9,urban,2,lower_reach,1,4.609357585480039,38.755369786911984,4.501067735734315,0.0,neutral
2024-02-13,43,S15,14,39.2,-74.9,urban,2,outlet,1,4.501067735734315,44.755369786911984,4.848866676743589,0.0,neutral
2024-02-14,44,S1,0,40.0,-75.0,forest,0,headwater,0,0.0,1.419199726546199,2.802830004564752,0.0,neutral
2024-02-14,44,S2,1,40.1,-75.1,forest,0,headwater,0,0.0,1.419199726546199,2.7187932953330036,0.0,neutral
2024-02-14,44,S3,2,40.0,-74.9,agriculture,1,headwater,0,0.0,1.419199726546199,10.49906624837948,8.0,source
2024-02-14,44,S6,3,39.8,-74.8,urban,2,tributary,0,0.0,3.5479993163654977,9.529406080278816,6.0,source
2024-02-14,44,S10,4,39.6,-74.8,urban,2,tributary,0,0.0,3.5479993163654977,7.627549630715263,5.0,source
2024-02-14,44,S12,5,39.5,-75.0,forest,0,tributary,0,0.0,3.5479993163654977,0.0,-3.0,sink
2024-02-14,44,S4,6,39.9,-75.0,forest,0,tributary,2,2.7608116499488777,3.838399453092398,3.1555416024335257,0.0,neutral
2024-02-14,44,S5,7,39.9,-74.9,agriculture,1,tributary,1,10.49906624837948,2.419199726546199,9.973134134298014,0.0,neutral
2024-02-14,44,S7,8,39.8,-75.0,forest,0,main_stem,1,3.1555416024335257,6.838399453092398,3.38244707321974,0.0,neutral
2024-02-14,44,S8,9,39.7,-74.9,wetland,3,main_stem,2,9.751270107288416,8.967199042911696,4.785393360253025,-4.5,sink
2024-02-14,44,S9,10,39.6,-74.9,agriculture,1,main_stem,2,4.083920216736383,18.805598496004094,4.552407549111679,0.0,neutral
2024-02-14,44,S11,11,39.5,-74.9,urban,2,main_stem,2,6.089978589913471,25.353597812369593,4.389535784004906,0.0,neutral
2024-02-14,44,S13,12,39.4,-74.9,urban,2,lower_reach,2,2.194767892002453,33.90159712873509,3.324629584616305,0.0,neutral
2024-02-14,44,S14,13,39.3,-74.9,urban,2,lower_reach,1,3.324629584616305,38.90159712873509,3.1611529141286323,0.0,neutral
2024-02-14,44,S15,14,39.2,-74.9,urban,2,outlet,1,3.1611529141286323,44.90159712873509,3.452699721180453,0.0,neutral
2024-02-15,45,S1,0,40.0,-75.0,forest,0,headwater,0,0.0,1.4332982437088824,2.990712524809028,0.0,neutral
2024-02-15,45,S2,1,40.1,-75.1,forest,0,headwater,0,0.0,1.4332982437088824,2.8909163363358434,0.0,neutral
2024-02-15,45,S3,2,40.0,-74.9,agriculture,1,headwater,0,0.0,1.4332982437088824,10.98291631288368,8.0,source
2024-02-15,45,S6,3,39.8,-74.8,urban,2,tributary,0,0.0,3.583245609272206,9.092340530667618,6.0,source
2024-02-15,45,S10,4,39.6,-74.8,urban,2,tributary,0,0.0,3.583245609272206,7.486949482203013,5.0,source
2024-02-15,45,S12,5,39.5,-75.0,forest,0,tributary,0,0.0,3.583245609272206,0.0,-3.0,sink
2024-02-15,45,S4,6,39.9,-75.0,forest,0,tributary,2,2.940814430572436,3.8665964874177647,3.1637936587792503,0.0,neutral
2024-02-15,45,S5,7,39.9,-74.9,agriculture,1,tributary,1,10.98291631288368,2.433298243708882,11.034175944322062,0.0,neutral
2024-02-15,45,S7,8,39.8,-75.0,forest,0,main_stem,1,3.1637936587792503,6.866596487417764,3.1085986578734466,0.0,neutral
2024-02-15,45,S8,9,39.7,-74.9,wetland,3,main_stem,2,10.06325823749484,9.016543852981087,5.383216054538461,-4.5,sink
2024-02-15,45,S9,10,39.6,-74.9,agriculture,1,main_stem,2,4.2459073562059535,18.883140340398853,4.504128366265581,0.0,neutral
2024-02-15,45,S11,11,39.5,-74.9,urban,2,main_stem,2,5.995538924234297,25.466385949671057,4.817941450993618,0.0,neutral
2024-02-15,45,S13,12,39.4,-74.9,urban,2,lower_reach,2,2.408970725496809,34.04963155894326,3.990161341105894,0.0,neutral
2024-02-15,45,S14,13,39.3,-74.9,urban,2,lower_reach,1,3.990161341105894,39.04963155894326,4.048914917635198,0.0,neutral
2024-02-15,45,S15,14,39.2,-74.9,urban,2,outlet,1,4.048914917635198,45.04963155894326,3.7554030843506885,0.0,neutral
2024-02-16,46,S1,0,40.0,-75.0,forest,0,headwater,0,0.0,1.4475646868323804,3.601672213691986,0.0,neutral
2024-02-16,46,S2,1,40.1,-75.1,forest,0,headwater,0,0.0,1.4475646868323804,3.215277473937915,0.0,neutral
2024-02-16,46,S3,2,40.0,-74.9,agriculture,1,headwater,0,0.0,1.4475646868323804,10.85925568394152,8.0,source
2024-02-16,46,S6,3,39.8,-74.8,urban,2,tributary,0,0.0,3.618911717080951,9.158081223789537,6.0,source
2024-02-16,46,S10,4,39.6,-74.8,urban,2,tributary,0,0.0,3.618911717080951,8.486160033549764,5.0,source
2024-02-16,46,S12,5,39.5,-75.0,forest,0,tributary,0,0.0,3.618911717080951,0.4711483905783416,-3.0,sink
2024-02-16,46,S4,6,39.9,-75.0,forest,0,tributary,2,3.4084748438149504,3.8951293736647608,3.10734747634594,0.0,neutral
2024-02-16,46,S5,7,39.9,-74.9,agriculture,1,tributary,1,10.85925568394152,2.44756468683238,11.012344600816217,0.0,neutral
2024-02-16,46,S7,8,39.8,-75.0,forest,0,main_stem,1,3.10734747634594,6.89512937366476,3.0599170293248803,0.0,neutral
2024-02-16,46,S8,9,39.7,-74.9,wetland,3,main_stem,2,10.085212912302877,9.066476403913331,5.648175445474757,-4.5,sink
2024-02-16,46,S9,10,39.6,-74.9,agriculture,1,main_stem,2,4.354046237399818,18.961605777578093,4.6451781001926955,0.0,neutral
2024-02-16,46,S11,11,39.5,-74.9,urban,2,main_stem,2,6.56566906687123,25.580517494659045,4.549844315212501,0.0,neutral
2024-02-16,46,S13,12,39.4,-74.9,urban,2,lower_reach,2,2.510496352895421,34.19942921174,3.939935971239336,0.0,neutral
2024-02-16,46,S14,13,39.3,-74.9,urban,2,lower_reach,1,3.939935971239336,39.19942921174,3.9995034801082228,0.0,neutral
2024-02-16,46,S15,14,39.2,-74.9,urban,2,outlet,1,3.9995034801082228,45.19942921174,3.5691939899605685,0.0,neutral
2024-02-17,47,S1,0,40.0,-75.0,forest,0,headwater,0,0.0,1.4619948284617004,3.1743066029597955,0.0,neutral
2024-02-17,47,S2,1,40.1,-75.1,forest,0,headwater,0,0.0,1.4619948284617004,2.723030026166729,0.0,neutral
2024-02-17,47,S3,2,40.0,-74.9,agriculture,1,headwater,0,0.0,1.4619948284617004,10.5944946183151,8.0,source
2024-02-17,47,S6,3,39.8,-74.8,urban,2,tributary,0,0.0,3.6549870711542507,8.7072380241068,6.0,source
2024-02-17,47,S10,4,39.6,-74.8,urban,2,tributary,0,0.0,3.6549870711542507,8.316092538982351,5.0,source
2024-02-17,47,S12,5,39.5,-75.0,forest,0,tributary,0,0.0,3.6549870711542507,0.0,-3.0,sink
2024-02-17,47,S4,6,39.9,-75.0,forest,0,tributary,2,2.948668314563262,3.9239896569234007,3.7383829340144796,0.0,neutral
2024-02-17,47,S5,7,39.9,-74.9,agriculture,1,tributary,1,10.5944946183151,2.4619948284617004,10.742489988579367,0.0,neutral
2024-02-17,47,S7,8,39.8,-75.0,forest,0,main_stem,1,3.7383829340144796,6.923989656923401,3.7938337711229417,0.0,neutral
2024-02-17,47,S8,9,39.7,-74.9,wetland,3,main_stem,2,9.724864006343083,9.11698189961595,4.768889532334211,-4.5,sink
2024-02-17,47,S9,10,39.6,-74.9,agriculture,1,main_stem,2,4.281361651728576,19.04097155653935,4.558105494925762,0.0,neutral
2024-02-17,47,S11,11,39.5,-74.9,urban,2,main_stem,2,6.437099016954057,25.6959586276936,4.990605330423618,0.0,neutral
2024-02-17,47,S13,12,39.4,-74.9,urban,2,lower_reach,2,2.495302665211809,34.35094569884785,4.405742849236481,0.0,neutral
2024-02-17,47,S14,13,39.3,-74.9,urban,2,lower_reach,1,4.405742849236481,39.35094569884785,5.173768210717119,0.0,neutral
2024-02-17,47,S15,14,39.2,-74.9,urban,2,outlet,1,5.173768210717119,45.35094569884785,5.144950240799724,0.0,neutral
2024-02-18,48,S1,0,40.0,-75.0,forest,0,headwater,0,0.0,1.4765843926344497,2.8943481049201227,0.0,neutral
2024-02-18,48,S2,1,40.1,-75.1,forest,0,headwater,0,0.0,1.4765843926344497,3.072756127683756,0.0,neutral
2024-02-18,48,S3,2,40.0,-74.9,agriculture,1,headwater,0,0.0,1.4765843926344497,11.053953625618417,8.0,source
2024-02-18,48,S6,3,39.8,-74.8,urban,2,tributary,0,0.0,3.6914609815861246,8.899544318287166,6.0,source
2024-02-18,48,S10,4,39.6,-74.8,urban,2,tributary,0,0.0,3.6914609815861246,8.592508206089235,5.0,source
2024-02-18,48,S12,5,39.5,-75.0,forest,0,tributary,0,0.0,3.6914609815861246,0.0,-3.0,sink
2024-02-18,48,S4,6,39.9,-75.0,forest,0,tributary,2,2.983552116301939,3.9531687852688995,2.516166420998939,0.0,neutral
2024-02-18,48,S5,7,39.9,-74.9,agriculture,1,tributary,1,11.053953625618417,2.4765843926344497,10.933839217563422,0.0,neutral
2024-02-18,48,S7,8,39.8,-75.0,forest,0,main_stem,1,2.516166420998939,6.9531687852688995,2.666087707032572,0.0,neutral
2024-02-18,48,S8,9,39.7,-74.9,wetland,3,main_stem,2,9.916691767925293,9.168045374220574,5.376129909395967,-4.5,sink
2024-02-18,48,S9,10,39.6,-74.9,agriculture,1,main_stem,2,4.02110880821427,19.121214159489472,3.8809394457896413,0.0,neutral
2024-02-18,48,S11,11,39.5,-74.9,urban,2,main_stem,2,6.236723825939438,25.812675141075598,4.922192470286824,0.0,neutral
2024-02-18,48,S13,12,39.4,-74.9,urban,2,lower_reach,2,2.461096235143412,34.50413612266172,3.777483773913751,0.0,neutral
2024-02-18,48,S14,13,39.3,-74.9,urban,2,lower_reach,1,3.777483773913751,39.50413612266172,4.120724334698677,0.0,neutral
2024-02-18,48,S15,14,39.2,-74.9,urban,2,outlet,1,4.120724334698677,45.50413612266172,3.7249199679574554,0.0,neutral
2024-02-19,49,S1,0,40.0,-75.0,forest,0,headwater,0,0.0,1.4913290561478956,2.9321264342973974,0.0,neutral
2024-02-19,49,S2,1,40.1,-75.1,forest,0,headwater,0,0.0,1.4913290561478956,3.114059355301789,0.0,neutral
2024-02-19,49,S3,2,40.0,-74.9,agriculture,1,headwater,0,0.0,1.4913290561478956,11.183175723585148,8.0,source
2024-02-19,49,S6,3,39.8,-74.8,urban,2,tributary,0,0.0,3.728322640369739,9.167937134379311,6.0,source
2024-02-19,49,S10,4,39.6,-74.8,urban,2,tributary,0,0.0,3.728322640369739,8.324234217666387,5.0,source
2024-02-19,49,S12,5,39.5,-75.0,forest,0,tributary,0,0.0,3.728322640369739,0.2501766463646712,-3.0,sink
2024-02-19,49,S4,6,39.9,-75.0,forest,0,tributary,2,3.023092894799593,3.982658112295791,3.160846918568124,0.0,neutral
2024-02-19,49,S5,7,39.9,-74.9,agriculture,1,tributary,1,11.183175723585148,2.4913290561478956,11.162126010147551,0.0,neutral
2024-02-19,49,S7,8,39.8,-75.0,forest,0,main_stem,1,3.160846918568124,6.982658112295791,2.662558638513327,0.0,neutral
2024-02-19,49,S8,9,39.7,-74.9,wetland,3,main_stem,2,10.16503157226343,9.219651696517634,5.595610206253044,-4.5,sink
2024-02-19,49,S9,10,39.6,-74.9,agriculture,1,main_stem,2,4.129084422383185,19.202309808813425,4.393868573254497,0.0,neutral
2024-02-19,49,S11,11,39.5,-74.9,urban,2,main_stem,2,6.359051395460442,25.930632449183165,5.114385706945325,0.0,neutral
2024-02-19,49,S13,12,39.4,-74.9,urban,2,lower_reach,2,2.682281176654998,34.658955089552904,4.11989856873473,0.0,neutral
2024-02-19,49,S14,13,39.3,-74.9,urban,2,lower_reach,1,4.11989856873473,39.658955089552904,3.795581606612251,0.0,neutral
2024-02-19,49,S15,14,39.2,-74.9,urban,2,outlet,1,3.795581606612251,45.658955089552904,4.111527462612122,0.0,neutral
2024-02-20,50,S1,0,40.0,-75.0,forest,0,headwater,0,0.0,1.5062244498400228,3.338720831260543,0.0,neutral
2024-02-20,50,S2,1,40.1,-75.1,forest,0,headwater,0,0.0,1.5062244498400228,2.9758752678873024,0.0,neutral
2024-02-20,50,S3,2,40.0,-74.9,agriculture,1,headwater,0,0.0,1.5062244498400228,10.860364945278784,8.0,source
2024-02-20,50,S6,3,39.8,-74.8,urban,2,tributary,0,0.0,3.765561124600057,9.265955223770716,6.0,source
2024-02-20,50,S10,4,39.6,-74.8,urban,2,tributary,0,0.0,3.765561124600057,7.578452023290662,5.0,source
2024-02-20,50,S12,5,39.5,-75.0,forest,0,tributary,0,0.0,3.765561124600057,0.15031000305520348,-3.0,sink
2024-02-20,50,S4,6,39.9,-75.0,forest,0,tributary,2,3.1572980495739227,4.012448899680045,2.844552587305781,0.0,neutral
2024-02-20,50,S5,7,39.9,-74.9,agriculture,1,tributary,1,10.860364945278784,2.5062244498400226,11.243742994050233,0.0,neutral
2024-02-20,50,S7,8,39.8,-75.0,forest,0,main_stem,1,2.844552587305781,7.012448899680045,2.7662444113317424,0.0,neutral
2024-02-20,50,S8,9,39.7,-74.9,wetland,3,main_stem,2,10.254849108910474,9.271785574440079,5.596780603890049,-4.5,sink
2024-02-20,50,S9,10,39.6,-74.9,agriculture,1,main_stem,2,4.181512507610895,19.284234474120126,4.501643309315841,0.0,neutral
2024-02-20,50,S11,11,39.5,-74.9,urban,2,main_stem,2,6.040047666303252,26.049795598720184,4.425384959613366,0.0,neutral
2024-02-20,50,S13,12,39.4,-74.9,urban,2,lower_reach,2,2.2878474813342846,34.81535672332024,3.690284521154928,0.0,neutral
2024-02-20,50,S14,13,39.3,-74.9,urban,2,lower_reach,1,3.690284521154928,39.81535672332024,4.003348293940895,0.0,neutral
2024-02-20,50,S15,14,39.2,-74.9,urban,2,outlet,1,4.003348293940895,45.81535672332024,4.263677801192161,0.0,neutral
2024-02-21,51,S1,0,40.0,-75.0,forest,0,headwater,0,0.0,1.5212661598842114,3.084909661618565,0.0,neutral
2024-02-21,51,S2,1,40.1,-75.1,forest,0,headwater,0,0.0,1.5212661598842114,3.0246851967826274,0.0,neutral
2024-02-21,51,S3,2,40.0,-74.9,agriculture,1,headwater,0,0.0,1.5212661598842114,11.319644112519605,8.0,source
2024-02-21,51,S6,3,39.8,-74.8,urban,2,tributary,0,0.0,3.8031653997105286,8.844813464969889,6.0,source
2024-02-21,51,S10,4,39.6,-74.8,urban,2,tributary,0,0.0,3.8031653997105286,8.422804232055674,5.0,source
2024-02-21,51,S12,5,39.5,-75.0,forest,0,tributary,0,0.0,3.8031653997105286,0.6896694370857751,-3.0,sink
2024-02-21,51,S4,6,39.9,-75.0,forest,0,tributary,2,3.054797429200596,4.042532319768423,2.9459458610686986,0.0,neutral
2024-02-21,51,S5,7,39.9,-74.9,agriculture,1,tributary,1,11.319644112519605,2.5212661598842114,11.185993356099374,0.0,neutral
2024-02-21,51,S7,8,39.8,-75.0,forest,0,main_stem,1,2.9459458610686986,7.042532319768423,3.381961204204009,0.0,neutral
2024-02-21,51,S8,9,39.7,-74.9,wetland,3,main_stem,2,10.015403410534631,9.32443155959474,5.752008139871435,-4.5,sink
2024-02-21,51,S9,10,39.6,-74.9,agriculture,1,main_stem,2,4.566984672037722,19.366963879363162,4.57534387646442,0.0,neutral
2024-02-21,51,S11,11,39.5,-74.9,urban,2,main_stem,2,6.499074054260047,26.17012927907369,5.08081335822852,0.0,neutral
2024-02-21,51,S13,12,39.4,-74.9,urban,2,lower_reach,2,2.8852413976571474,34.97329467878422,4.4391071071352695,0.0,neutral
2024-02-21,51,S14,13,39.3,-74.9,urban,2,lower_reach,1,4.4391071071352695,39.97329467878422,4.0357719538249865,0.0,neutral
2024-02-21,51,S15,14,39.2,-74.9,urban,2,outlet,1,4.0357719538249865,45.97329467878422,3.7601763698797273,0.0,neutral
2024-02-22,52,S1,0,40.0,-75.0,forest,0,headwater,0,0.0,1.536449729097149,2.419896509667732,0.0,neutral
2024-02-22,52,S2,1,40.1,-75.1,forest,0,headwater,0,0.0,1.536449729097149,2.637781250506088,0.0,neutral
2024-02-22,52,S3,2,40.0,-74.9,agriculture,1,headwater,0,0.0,1.536449729097149,10.67882657609685,8.0,source
2024-02-22,52,S6,3,39.8,-74.8,urban,2,tributary,0,0.0,3.8411243227428726,9.204786970937144,6.0,source
2024-02-22,52,S10,4,39.6,-74.8,urban,2,tributary,0,0.0,3.8411243227428726,7.950283084056015,5.0,source
2024-02-22,52,S12,5,39.5,-75.0,forest,0,tributary,0,0.0,3.8411243227428726,0.0,-3.0,sink
2024-02-22,52,S4,6,39.9,-75.0,forest,0,tributary,2,2.52883888008691,4.072899458194298,3.221755706708766,0.0,neutral
2024-02-22,52,S5,7,39.9,-74.9,agriculture,1,tributary,1,10.67882657609685,2.536449729097149,10.47965750203285,0.0,neutral
2024-02-22,52,S7,8,39.8,-75.0,forest,0,main_stem,1,3.221755706708766,7.072899458194298,3.5718865810238567,0.0,neutral
2024-02-22,52,S8,9,39.7,-74.9,wetland,3,main_stem,2,9.842222236484997,9.377574051840021,5.698153245282897,-4.5,sink
2024-02-22,52,S9,10,39.6,-74.9,agriculture,1,main_stem,2,4.635019913153377,19.45047351003432,4.312974416986797,0.0,neutral
2024-02-22,52,S11,11,39.5,-74.9,urban,2,main_stem,2,6.131628750521406,26.291597832777192,4.935008576194672,0.0,neutral
2024-02-22,52,S13,12,39.4,-74.9,urban,2,lower_reach,2,2.467504288097336,35.132722155520064,4.150665539887837,0.0,neutral
2024-02-22,52,S14,13,39.3,-74.9,urban,2,lower_reach,1,4.150665539887837,40.132722155520064,3.970988220920036,0.0,neutral
2024-02-22,52,S15,14,39.2,-74.9,urban,2,outlet,1,3.970988220920036,46.132722155520064,4.137601265962108,0.0,neutral
2024-02-23,53,S1,0,40.0,-75.0,forest,0,headwater,0,0.0,1.5517706582595894,2.813138851073015,0.0,neutral
2024-02-23,53,S2,1,40.1,-75.1,forest,0,headwater,0,0.0,1.5517706582595894,3.4261512743969567,0.0,neutral
2024-02-23,53,S3,2,40.0,-74.9,agriculture,1,headwater,0,0.0,1.5517706582595894,10.828776111875158,8.0,source
2024-02-23,53,S6,3,39.8,-74.8,urban,2,tributary,0,0.0,3.8794266456489734,8.750293328068732,6.0,source
2024-02-23,53,S10,4,39.6,-74.8,urban,2,tributary,0,0.0,3.8794266456489734,8.14142466691592,5.0,source
2024-02-23,53,S12,5,39.5,-75.0,forest,0,tributary,0,0.0,3.8794266456489734,0.0,-3.0,sink
2024-02-23,53,S4,6,39.9,-75.0,forest,0,tributary,2,3.119645062734986,4.103541316519179,3.3095246080616394,0.0,neutral
2024-02-23,53,S5,7,39.9,-74.9,agriculture,1,tributary,1,10.828776111875158,2.5517706582595894,10.889653018130547,0.0,neutral
2024-02-23,53,S7,8,39.8,-75.0,forest,0,main_stem,1,3.3095246080616394,7.103541316519179,2.85480137356247,0.0,neutral
2024-02-23,53,S8,9,39.7,-74.9,wetland,3,main_stem,2,9.81997317309964,9.431197303908563,5.563400090164837,-4.5,sink
2024-02-23,53,S9,10,39.6,-74.9,agriculture,1,main_stem,2,4.2091007318636535,19.534738620427742,4.938513736967709,0.0,neutral
2024-02-23,53,S11,11,39.5,-74.9,urban,2,main_stem,2,6.5399692019418145,26.414165266076715,5.285358359073127,0.0,neutral
2024-02-23,53,S13,12,39.4,-74.9,urban,2,lower_reach,2,2.6426791795365636,35.293591911725684,4.492199793655089,0.0,neutral
2024-02-23,53,S14,13,39.3,-74.9,urban,2,lower_reach,1,4.492199793655089,40.293591911725684,4.57795941087256,0.0,neutral
2024-02-23,53,S15,14,39.2,-74.9,urban,2,outlet,1,4.57795941087256,46.293591911725684,4.678296447868667,0.0,neutral
2024-02-24,54,S1,0,40.0,-75.0,forest,0,headwater,0,0.0,1.5672244074495687,2.7448330624013413,0.0,neutral
2024-02-24,54,S2,1,40.1,-75.1,forest,0,headwater,0,0.0,1.5672244074495687,3.031420589591439,0.0,neutral
2024-02-24,54,S3,2,40.0,-74.9,agriculture,1,headwater,0,0.0,1.5672244074495687,10.475435904512743,8.0,source
2024-02-24,54,S6,3,39.8,-74.8,urban,2,tributary,0,0.0,3.9180610186239218,8.622797909871347,6.0,source
2024-02-24,54,S10,4,39.6,-74.8,urban,2,tributary,0,0.0,3.9180610186239218,8.265230250967754,5.0,source
2024-02-24,54,S12,5,39.5,-75.0,forest,0,tributary,0,0.0,3.9180610186239218,0.0,-3.0,sink
2024-02-24,54,S4,6,39.9,-75.0,forest,0,tributary,2,2.88812682599639,4.134448814899137,2.6358541865820335,0.0,neutral
2024-02-24,54,S5,7,39.9,-74.9,agriculture,1,tributary,1,10.475435904512743,2.5672244074495687,10.472952482147727,0.0,neutral
2024-02-24,54,S7,8,39.8,-75.0,forest,0,main_stem,1,2.6358541865820335,7.134448814899137,2.8442824958359956,0.0,neutral
2024-02-24,54,S8,9,39.7,-74.9,wetland,3,main_stem,2,9.547875196009537,9.48528542607349,4.536940454333751,-4.5,sink
2024-02-24,54,S9,10,39.6,-74.9,agriculture,1,main_stem,2,3.6906114750848733,19.619734240972626,2.766080797819854,0.0,neutral
2024-02-24,54,S11,11,39.5,-74.9,urban,2,main_stem,2,5.515655524393804,26.53779525959655,3.4203928090763798,0.0,neutral
2024-02-24,54,S13,12,39.4,-74.9,urban,2,lower_reach,2,1.7101964045381899,35.45585627822047,3.3420572314556574,0.0,neutral
2024-02-24,54,S14,13,39.3,-74.9,urban,2,lower_reach,1,3.3420572314556574,40.45585627822047,3.4449977467607193,0.0,neutral
2024-02-24,54,S15,14,39.2,-74.9,urban,2,outlet,1,3.4449977467607193,46.45585627822047,3.842160187896883,0.0,neutral
2024-02-25,55,S1,0,40.0,-75.0,forest,0,headwater,0,0.0,1.5828063973876831,2.6604551573601913,0.0,neutral
2024-02-25,55,S2,1,40.1,-75.1,forest,0,headwater,0,0.0,1.5828063973876831,3.175178455597789,0.0,neutral
2024-02-25,55,S3,2,40.0,-74.9,agriculture,1,headwater,0,0.0,1.5828063973876831,10.892212372763883,8.0,source
2024-02-25,55,S6,3,39.8,-74.8,urban,2,tributary,0,0.0,3.957015993469208,9.177196449207694,6.0,source
2024-02-25,55,S10,4,39.6,-74.8,urban,2,tributary,0,0.0,3.957015993469208,8.332611074174872,5.0,source
2024-02-25,55,S12,5,39.5,-75.0,forest,0,tributary,0,0.0,3.957015993469208,0.24614465435920926,-3.0,sink
2024-02-25,55,S4,6,39.9,-75.0,forest,0,tributary,2,2.9178168064789904,4.165612794775367,3.069999015811179,0.0,neutral
2024-02-25,55,S5,7,39.9,-74.9,agriculture,1,tributary,1,10.892212372763883,2.5828063973876834,11.212214779640629,0.0,neutral
2024-02-25,55,S7,8,39.8,-75.0,forest,0,main_stem,1,3.069999015811179,7.165612794775367,3.420787692944881,0.0,neutral
2024-02-25,55,S8,9,39.7,-74.9,wetland,3,main_stem,2,10.194705614424162,9.53982239085689,5.895544621625387,-4.5,sink
2024-02-25,55,S9,10,39.6,-74.9,agriculture,1,main_stem,2,4.658166157285134,19.705435185632258,5.028637806163,0.0,neutral
